了不起的麦瑟尔夫人 第一季,9.0,(38631人评价)
104号房间 第一季,6.1,(1297人评价)
杰西卡・琼斯 第二季,0.0,(尚未播出)
欢乐一家亲 第一季,9.2,(1530人评价)
神烦警探 第二季,9.0,(4231人评价)
绿箭侠 第二季,7.4,(8061人评价)
金牌律师,8.6,(5231人评价)
政局边缘,9.2,(11018人评价)
特工卡特 第二季,8.1,(4817人评价)
蛇蝎美人 第一季,5.9,(4292人评价)
末日孤舰 第三季,6.8,(3427人评价)
豪斯医生 第八季,9.5,(7909人评价)
法律与秩序 第一季,9.3,(1791人评价)
犯罪现场调查 第四季,9.2,(4962人评价)
芝加哥急救 第三季,0.0,(暂无评分)
蛇蝎女佣 第二季,8.1,(9899人评价)
闭眼 第一季,7.4,(367人评价)
黑胶时代,8.4,(1297人评价)
生死狙击 第一季,7.2,(2277人评价)
亿万 第三季,0.0,(尚未播出)
末日孤舰 第二季,8.3,(4833人评价)
陨落星辰 第一季,6.8,(3924人评价)
善地 第二季,8.3,(164人评价)
蛇蝎女佣 第三季,8.1,(5435人评价)
重案组 第一季,7.8,(1522人评价)
绿箭侠 第三季,7.0,(5404人评价)
瑞克和莫蒂 第四季,0.0,(尚未播出)
费丽丝蒂 第一季,8.5,(1589人评价)
黑帆 第三季,9.1,(2434人评价)
神烦警探 第三季,8.8,(3020人评价)
女子无畏 第一季,7.4,(462人评价)
同妻俱乐部 第三季,8.8,(500人评价)
飞出个未来 第一季,9.3,(7877人评价)
朽木 第一季,8.5,(490人评价)
谋杀 第四季,8.7,(3280人评价)
危机边缘 第四季,8.5,(7576人评价)
罪恶黑名单 第四季,7.7,(1301人评价)
新超人 第一季,8.9,(4356人评价)
困兽 第一季,6.8,(1592人评价)
零异频道 第二季,7.6,(317人评价)
律师本色 第一季,9.1,(1391人评价)
基和皮尔 第一季,9.2,(1276人评价)
识骨寻踪 第十季,8.5,(2104人评价)
危机边缘 第五季,8.5,(6839人评价)
蛇蝎女佣 第四季,8.0,(3719人评价)
盲点 第二季,7.2,(488人评价)
马可波罗 第一季,5.9,(4762人评价)
黑松镇 第一季,7.3,(2342人评价)
大西洋帝国  第二季,9.2,(9415人评价)
黑吃黑 第四季,8.5,(2716人评价)
大西洋帝国 第三季,9.3,(7233人评价)
吸血鬼日记 第七季,6.7,(4193人评价)
人人都爱雷蒙德 第一季,8.6,(6877人评价)
失联,7.4,(282人评价)
同志亦凡人 第三季,9.3,(5856人评价)
搜寻死党 第一季,7.4,(245人评价)
犯罪现场调查 第五季,9.3,(4766人评价)
加州靡情 第一季,8.2,(3765人评价)
恐怖大师 第一季,7.4,(6261人评价)
神盾局特工：双面特工 第一季,7.9,(1232人评价)
妮基塔 第三季,8.0,(11400人评价)
生活大爆炸 第十二季,0.0,(尚未播出)
黑色孤儿 第四季,8.8,(2672人评价)
剧集版超能陆战队,6.7,(78人评价)
黑色警报 第一季,8.2,(813人评价)
夸里,8.2,(1594人评价)
真实的人类 第二季,8.4,(6219人评价)
嘉年华 第二季,9.1,(167人评价)
吸血鬼日记 第六季,6.6,(7285人评价)
直弯好基友,8.0,(10478人评价)
地球百子 第四季,8.0,(679人评价)
老爸有招 第一季,7.1,(499人评价)
家有喜旺 第一季,8.5,(9905人评价)
神烦警探 第四季,8.8,(1660人评价)
花园墙外,9.2,(6198人评价)
钱斯医生 第二季,8.8,(107人评价)
吃脑外星人,8.0,(2100人评价)
犯罪现场调查 第十二季,8.7,(3302人评价)
越南战争,9.3,(768人评价)
创业公司 第二季,8.3,(164人评价)
魔法师 第一季,6.3,(1586人评价)
最后的大亨,7.7,(842人评价)
犯罪现场调查 第二季,9.2,(6699人评价)
在下、鄙人和我,8.4,(287人评价)
邪恶力量  第四季,8.9,(11830人评价)
明迪烦事多 第六季,0.0,(暂无评分)
黑帮卧底 第一季,8.4,(281人评价)
实习医生格蕾 第十一季,8.5,(4589人评价)
谋杀 第二季,8.9,(6590人评价)
奔腾年代 第四季,9.1,(390人评价)
寻：电影版,7.8,(8677人评价)
尼克病院 第二季,9.2,(946人评价)
黑帆 第二季,9.1,(2970人评价)
我是僵尸 第二季,7.5,(1941人评价)
犯罪现场调查 第十五季,8.7,(1825人评价)
雷蒙・斯尼奇的不幸历险 第一季,7.5,(1992人评价)
南城警事 第一季,8.6,(1420人评价)
风中的女王 第三季,7.3,(752人评价)
地球百子 第三季,7.5,(1332人评价)
离婚 第一季,6.8,(858人评价)
广告狂人  第三季,9.2,(9523人评价)
童话镇 第三季,7.7,(3101人评价)
黑色孤儿 第三季,8.7,(3858人评价)
守望尘世 第二季,8.9,(1654人评价)
急诊室的故事 第十二季,8.8,(1973人评价)
小小安妮 第一季,8.7,(1706人评价)
初代吸血鬼 第五季,0.0,(尚未播出)
超市特工 第一季,7.8,(8352人评价)
德州长子 第一季,7.9,(288人评价)
副校长 第二季,8.0,(249人评价)
美少女的谎言 第一季,7.5,(12755人评价)
犯罪现场调查：纽约 第一季,8.6,(7514人评价)
整容室 第一季,7.6,(4688人评价)
超人前传 第一季,7.6,(2834人评价)
好女孩的反抗,8.3,(238人评价)
美女上错身 第一季,8.1,(17090人评价)
金装律师 第七季,7.5,(523人评价)
行尸之惧 第一季,6.9,(4009人评价)
美国众神 第二季,0.0,(尚未播出)
金装律师 第六季,7.6,(1729人评价)
密西西比 第二季,8.7,(218人评价)
戏里戏外 第一季,7.8,(2988人评价)
脆莓公园 第一季,8.6,(6125人评价)
曼哈顿计划 第一季,8.0,(1480人评价)
乔伊 第一季,7.2,(2256人评价)
国土安全 第三季,8.6,(19055人评价)
欢乐合唱团 第四季,7.6,(4699人评价)
达・芬奇的恶魔 第一季,7.6,(8715人评价)
嘻哈帝国 第四季,7.6,(202人评价)
贝茨旅馆 第三季,7.8,(2077人评价)
邪恶力量  第三季,8.9,(12027人评价)
格林 第六季,8.1,(1688人评价)
黑吃黑 第二季,8.3,(3408人评价)
生死狙击 第二季,7.1,(406人评价)
荒原 第一季,6.5,(4565人评价)
纽约屁民 第二季,8.8,(731人评价)
骨肉之躯,7.9,(3291人评价)
黑吃黑 第三季,8.6,(3302人评价)
消消气 第八季,9.2,(129人评价)
犯罪现场调查 第九季,8.9,(4282人评价)
罪恶黑名单 第二季,8.0,(3938人评价)
与卡戴珊一家同行 第一季,6.7,(172人评价)
圣经故事,8.2,(6250人评价)
发现女巫,0.0,(尚未播出)
美女摔角联盟 第一季,7.6,(734人评价)
超感神探 第一季,8.2,(11665人评价)
初代吸血鬼 第三季,8.0,(2316人评价)
超级少女 第二季,6.6,(1176人评价)
密西西比 第一季,8.5,(544人评价)
急诊室的故事 第二季,9.2,(214人评价)
假面真情 第二季,0.0,(尚未播出)
风中的女王 第一季,7.2,(7147人评价)
先见之明 第一季,6.9,(2503人评价)
致命武器 第一季,7.9,(755人评价)
怪奇物语 第四季,0.0,(尚未播出)
犯罪现场调查 第十季,8.6,(3322人评价)
爆笑女警 第一季,7.6,(1409人评价)
金装律师 第五季,8.2,(2679人评价)
犯罪现场调查 第十一季,8.6,(3388人评价)
真探 第三季,0.0,(尚未播出)
危机边缘  第三季,8.6,(10035人评价)
鬼玩人 第二季,8.6,(1307人评价)
地球百子 第一季,6.6,(4245人评价)
硅谷 第五季,0.0,(尚未播出)
国务卿女士 第三季,7.4,(649人评价)
罗曼诺夫后裔,0.0,(尚未播出)
黑色孤儿 第二季,8.7,(6479人评价)
俗世乐土 第一季,8.8,(3573人评价)
无耻之徒  第二季,8.7,(791人评价)
重案组 第五季,8.6,(405人评价)
大西洋帝国 第四季,9.3,(5468人评价)
探险活宝 第八季,9.8,(665人评价)
海豹六队 第二季,0.0,(尚未播出)
绿箭侠 第四季,6.5,(3302人评价)
沙娜拉传奇 第一季,6.4,(2163人评价)
识骨寻踪 第二季,8.9,(6378人评价)
处女情缘 第一季,7.1,(897人评价)
火线警告 第一季,7.9,(2425人评价)
广告狂人 第五季,9.3,(8551人评价)
犯罪现场调查 第三季,9.2,(5692人评价)
犯罪现场调查 第六季,9.3,(4374人评价)
浪女大厨 第一季,7.0,(2259人评价)
难以伺候,7.9,(1532人评价)
游侠笑传 第一季,8.4,(3082人评价)
豪斯医生  第四季,9.3,(10905人评价)
犯罪现场调查 第八季,9.2,(4309人评价)
谜之屋,8.4,(11499人评价)
火线  第二季,9.5,(4832人评价)
天使在美国,8.5,(2630人评价)
异形庇护所 第一季,7.2,(303人评价)
妙警贼探 第五季,8.7,(9705人评价)
童话镇 第二季,7.6,(4916人评价)
4400 第一季,7.4,(7080人评价)
公园与游憩 第三季,9.3,(954人评价)
大西洋底来的人,8.2,(1755人评价)
戏里戏外 第四季,8.9,(853人评价)
邪恶力量 第十季,8.2,(3590人评价)
罪案终结 第一季,8.2,(4038人评价)
恶搞之家 第一季,8.7,(3150人评价)
副总统 第四季,9.2,(2374人评价)
德州午夜,6.7,(524人评价)
天赐 第一季,7.7,(8774人评价)
地狱之轮 第一季,8.0,(1579人评价)
疑犯追踪 试播集,9.4,(1614人评价)
生活点滴 第一季,8.1,(481人评价)
X档案 第十季,7.6,(2354人评价)
为人父母 第一季,8.2,(677人评价)
威尔和格蕾丝  第六季,9.1,(2569人评价)
孤鸽镇,9.5,(1779人评价)
遗失的世界 第一季,9.0,(822人评价)
明日传奇 第二季,6.5,(995人评价)
我是僵尸 第三季,7.5,(673人评价)
威尔和格蕾丝 第七季,9.1,(2423人评价)
老无所惧,0.0,(尚未播出)
路易不容易 第三季,9.5,(1875人评价)
鬼玩人 第一季,8.0,(2871人评价)
欢乐合唱团  第二季,8.5,(11216人评价)
法律与秩序：特殊受害者 第一季,8.6,(1600人评价)
婚外情事 第三季,8.3,(1369人评价)
随性所欲 第二季,8.1,(1486人评价)
燃情克利夫兰 第六季,9.3,(1485人评价)
实习医生格蕾  第七季,9.0,(11682人评价)
铁杉树丛 第一季,6.9,(6668人评价)
豪斯医生  第二季,9.3,(12732人评价)
透明家庭 第四季,8.4,(256人评价)
豪斯医生  第五季,9.2,(10352人评价)
列王纪,7.3,(2114人评价)
灵战 第一季,5.8,(132人评价)
威尔和格蕾丝  第四季,9.3,(3236人评价)
广告狂人  第二季,9.0,(11349人评价)
海军罪案调查处  第三季,9.1,(1496人评价)
副总统 第三季,9.3,(2681人评价)
广告狂人  第四季,9.3,(8954人评价)
豪斯医生  第三季,9.3,(10825人评价)
生活点滴 第二季,8.7,(191人评价)
如果还有明天 第一季,8.9,(5064人评价)
白公主,6.7,(1151人评价)
利器,0.0,(尚未播出)
邪恶力量 第十一季,8.2,(2769人评价)
铁证悬案 第一季,7.9,(3031人评价)
犯罪现场调查 第十三季,8.5,(2607人评价)
德古拉,7.1,(5947人评价)
邪恶力量 第六季,8.5,(9176人评价)
低俗怪谈 第二季,8.2,(4007人评价)
海军罪案调查处 第一季,8.6,(5046人评价)
根,8.6,(989人评价)
芝加哥警署 第一季,8.1,(1153人评价)
钱斯医生 第一季,7.1,(633人评价)
丛林中的莫扎特 第三季,7.9,(300人评价)
大城小妞 第三季,9.0,(603人评价)
消消气 第九季,8.9,(84人评价)
无路可退,8.0,(1351人评价)
返生餐单 第二季,0.0,(尚未播出)
低俗怪谈 第三季,8.3,(3007人评价)
实习医生格蕾 第十季,9.0,(6652人评价)
废柴联盟 第六季,8.4,(3269人评价)
初代吸血鬼 第二季,7.8,(3281人评价)
加里森敢死队,9.0,(5361人评价)
镜花水月 第一季,7.6,(2014人评价)
犯罪现场调查 第七季,9.3,(4608人评价)
灵书妙探  第二季,8.3,(5628人评价)
邪恶力量 第九季,8.4,(4771人评价)
谋杀 第三季,8.3,(4102人评价)
随性所欲 第三季,8.1,(731人评价)
废柴联盟 第四季,8.7,(6513人评价)
中产家庭 第七季,9.2,(234人评价)
美国谍梦 第三季,8.6,(1119人评价)
罪恶黑名单 第三季,8.2,(2689人评价)
芝加哥急救 第一季,7.8,(581人评价)
纽约屁民 第三季,0.0,(尚未播出)
波士顿法律 第二季,9.4,(5517人评价)
波士顿法律  第四季,9.3,(4188人评价)
波士顿法律  第五季,9.2,(4451人评价)
穹顶之下 第三季,5.7,(2822人评价)
波士顿法律 第三季,9.4,(4888人评价)
黑镜 第二季,9.1,(122676人评价)
忧愁河上桥 第一季,8.9,(187人评价)
邪恶力量 第七季,8.4,(7380人评价)
美国谍梦 第二季,8.4,(1548人评价)
十二猴子 第一季,7.2,(2685人评价)
贝茨旅馆 第四季,8.3,(1671人评价)
美少女的谎言  第二季,7.8,(6257人评价)
国土安全 第七季,0.0,(尚未播出)
女作家与谋杀案 第一季,8.1,(208人评价)
24小时  第八季,9.2,(6167人评价)
罪人,7.2,(219人评价)
好汉两个半  第一季,8.5,(18135人评价)
燃情克利夫兰  第二季,9.1,(3106人评价)
都市侠盗 第五季,8.7,(1828人评价)
都市女孩 第五季,9.0,(2289人评价)
海滩救护队 第一季,7.9,(1290人评价)
王冠 第三季,0.0,(尚未播出)
伪装者 第一季,8.7,(3294人评价)
中产家庭 第八季,9.1,(212人评价)
新成长的烦恼 第一季,8.3,(9574人评价)
情妇 第一季,7.3,(8668人评价)
欢乐一家亲 第十一季,9.6,(423人评价)
犯罪现场调查 第十四季,8.6,(1954人评价)
风中的女王 第四季,7.7,(326人评价)
英雄  第二季,7.6,(16886人评价)
格林 第三季,8.1,(3016人评价)
马可波罗 第二季,6.9,(781人评价)
十分钟速成课：哲学,9.8,(105人评价)
怪妈闯荡记 第一季,6.7,(346人评价)
侠胆雄狮,7.9,(3988人评价)
老爸有招 第二季,0.0,(暂无评分)
欢乐合唱团 第六季,8.2,(1995人评价)
童话镇 第四季,7.8,(2408人评价)
狗狗博客 第一季,8.2,(1204人评价)
古战场传奇 第一季,7.6,(3477人评价)
透明家庭 第一季,8.6,(3685人评价)
妙女神探 第一季,7.8,(4172人评价)
畸变 第一季,5.8,(396人评价)
天蝎 第三季,7.3,(1315人评价)
火线警探 第一季,8.1,(1353人评价)
太空堡垒卡拉狄加,8.7,(3559人评价)
欢乐一家亲 第七季,9.6,(454人评价)
欢乐合唱团  第三季,8.1,(7141人评价)
飞黄腾达  第一季,8.8,(5433人评价)
少男奶爸 第六季,8.1,(389人评价)
凯莉日记 第一季,6.8,(11696人评价)
美国谍梦 第五季,8.6,(593人评价)
西镇警魂 第六季,0.0,(暂无评分)
拽妹黛薇儿 第一季,9.3,(2665人评价)
副总统 第五季,9.3,(2315人评价)
波吉亚家族 第三季,8.5,(2501人评价)
腐烂,7.0,(73人评价)
高堡奇人 第三季,0.0,(尚未播出)
同志亦凡人 第四季,9.1,(4801人评价)
婚外情事 第二季,8.9,(2487人评价)
小丑回魂,7.1,(3981人评价)
丑女贝蒂 第一季,7.8,(18589人评价)
吉尔莫女孩：生命中的一年,8.3,(429人评价)
识骨寻踪 第十二季,8.9,(1285人评价)
卢克・凯奇 第一季,7.0,(2291人评价)
灵书妙探  第三季,8.3,(4854人评价)
副总统 第六季,8.6,(1223人评价)
我爱迪克,8.0,(120人评价)
美国谍梦 第四季,8.6,(759人评价)
穹顶之下 第二季,6.6,(6203人评价)
丑闻 第一季,7.5,(4949人评价)
高中前要做的一百件事 第一季,8.2,(175人评价)
目击证人,7.5,(800人评价)
天蝎 第二季,7.5,(2225人评价)
公园与游憩 第四季,9.3,(870人评价)
狩猎季节 第一季,7.0,(3983人评价)
闪点行动 第二季,8.6,(634人评价)
周六夜现场：西尔莎・罗南/U2,6.4,(89人评价)
终结者外传 第一季,7.5,(3032人评价)
无耻之徒 第五季,9.2,(540人评价)
燃情克利夫兰 第五季,9.0,(1459人评价)
越狱特别篇：最后一越,7.9,(22226人评价)
拉字至上  第三季,8.8,(5176人评价)
恶魔城 第一季,7.5,(2833人评价)
成为沃伦・巴菲特,8.6,(2987人评价)
我本坚强 第一季,7.7,(1367人评价)
穿越烟壶,7.2,(1885人评价)
混乱之子 第一季,8.3,(1291人评价)
生活大麻烦,7.4,(314人评价)
黑镜 第一季,9.3,(204275人评价)
我为喜剧狂 第一季,8.3,(6562人评价)
X档案 第二季,9.1,(1369人评价)
实习医生格蕾 第九季,9.1,(9318人评价)
邪恶力量 第八季,8.4,(6537人评价)
重生,7.0,(1293人评价)
亲爱的白人们 第一季,8.2,(113人评价)
诈欺担保人 第一季,8.5,(987人评价)
路易不容易 第四季,9.2,(1617人评价)
威尔和格蕾丝  第五季,9.2,(2802人评价)
燃情克利夫兰 第一季,8.7,(4973人评价)
最后一个男人 第四季,0.0,(暂无评分)
费城永远阳光灿烂 第十二季,9.7,(61人评价)
应召男郎 第一季,6.2,(570人评价)
邪恶力量  第五季,8.9,(10898人评价)
24小时：再活一天,8.6,(7736人评价)
真爱如血  第二季,8.2,(10639人评价)
机器之心,7.6,(5126人评价)
南方公园  第五季,9.5,(2620人评价)
芝加哥警署 第三季,8.6,(424人评价)
十三个原因：幕后故事,9.1,(363人评价)
罪案终结 第四季,8.8,(1212人评价)
罪案终结  第三季,8.7,(1257人评价)
秘密部队 第一季,8.1,(984人评价)
灵书妙探 第四季,8.3,(4284人评价)
超感神探 第四季,8.6,(3429人评价)
美少女的谎言 第三季,7.5,(4501人评价)
格林 第二季,8.0,(4923人评价)
布拉德・尼利神经秀 第一季,8.3,(702人评价)
汉娜・蒙塔娜 第二季,8.5,(3232人评价)
拽妹黛薇儿 第五季,9.5,(604人评价)
汉娜・蒙塔娜  第四季,8.4,(1745人评价)
豪门恩怨,6.2,(129人评价)
童话镇 第七季,6.0,(139人评价)
单身毒妈 第一季,8.2,(6664人评价)
少男奶爸 第一季,7.6,(3747人评价)
巴斯特・斯克鲁格斯的歌谣,0.0,(尚未播出)
服务外包,8.4,(4919人评价)
马男波杰克 第五季,0.0,(尚未播出)
24小时 第七季,8.8,(5777人评价)
穿越时间线 第一季,6.8,(807人评价)
肯尼迪家族,8.2,(2790人评价)
梅尔罗斯,0.0,(尚未播出)
宿敌：查尔斯与戴安娜 第二季,0.0,(尚未播出)
行尸之惧 第三季,6.6,(614人评价)
如果还有明天 第四季,9.3,(1782人评价)
办公室  第六季,9.1,(812人评价)
兄弟姐妹 第一季,8.7,(3346人评价)
格林 第五季,8.1,(1906人评价)
重案组 第三季,8.4,(947人评价)
曼哈顿计划 第二季,8.4,(337人评价)
不安感 第一季,7.8,(416人评价)
急诊室的故事 第三季,8.9,(148人评价)
汉娜・蒙塔娜 第一季,8.2,(5903人评价)
幸运路易,8.6,(1372人评价)
脆莓公园 第三季,9.1,(2720人评价)
真爱如血  第三季,8.3,(8573人评价)
南城警事 第五季,9.4,(572人评价)
夏威夷特勤组 第八季,0.0,(暂无评分)
风中的女王 第二季,7.1,(2028人评价)
少狼 第六季,8.3,(432人评价)
妹子老板,6.8,(633人评价)
禁忌 第一季,8.4,(6184人评价)
如果还有明天  第二季,8.9,(2522人评价)
中产家庭  第二季,8.8,(1361人评价)
花花公子俱乐部,7.3,(2260人评价)
白宫风云  第二季,9.4,(1070人评价)
最后一个男人 第三季,7.1,(306人评价)
谜湖之巅 第一季,7.5,(1472人评价)
闭眼 第二季,0.0,(暂无评分)
维京传奇 第二季,8.6,(2207人评价)
先见之明 第二季,0.0,(尚未播出)
穿越者 第二季,8.3,(143人评价)
刑事调查大揭秘 第二季,9.2,(194人评价)
中产家庭 第九季,0.0,(暂无评分)
路易不容易 第二季,9.4,(2088人评价)
嘻哈帝国 第三季,7.5,(1171人评价)
识骨寻踪 第九季,8.7,(2541人评价)
少狼 第五季,7.4,(646人评价)
拉字至上  第二季,8.8,(6334人评价)
六场危事,7.8,(3611人评价)
欢乐一家亲 第八季,9.4,(401人评价)
欢乐一家亲 第九季,9.4,(361人评价)
欢乐一家亲 第十季,9.5,(367人评价)
恐怖大师 第二季,7.3,(1139人评价)
刑事调查大揭秘 第一季,9.0,(453人评价)
马尔科姆的一家 第一季,9.3,(1153人评价)
少男奶爸 第三季,8.1,(1640人评价)
零异频道 第一季,5.8,(539人评价)
办公室  第七季,9.3,(810人评价)
浪女大厨 第二季,7.4,(836人评价)
情妇 第三季,7.3,(1891人评价)
东区女巫 第一季,6.8,(4582人评价)
神盾局特工：弹弓,6.5,(500人评价)
大城小妞 第二季,9.0,(796人评价)
明星伙伴 第一季,8.2,(1762人评价)
我本坚强 第三季,7.9,(181人评价)
私人诊所 第一季,7.4,(2051人评价)
真爱如血 第六季,7.8,(5151人评价)
鬼语者 第一季,7.5,(5325人评价)
清道夫 第一季,7.2,(2957人评价)
新成长的烦恼  第二季,9.0,(2386人评价)
办公室   第二季,9.1,(1262人评价)
亡者归来 第一季,7.3,(3655人评价)
透明家庭 第三季,8.9,(712人评价)
公园与游憩 第五季,9.2,(803人评价)
暴君 第三季,6.8,(2161人评价)
周六夜现场：蒂凡尼・哈迪斯/泰勒・斯威夫特,0.0,(暂无评分)
甜心俏佳人 第一季,8.4,(877人评价)
希区柯克悬念故事集,9.3,(514人评价)
拉字至上  第六季,8.9,(4723人评价)
真爱如血 第七季,7.6,(3784人评价)
国务卿女士 第二季,8.2,(1496人评价)
三代同层,0.0,(暂无评分)
英雄：重生,6.0,(1918人评价)
狩猎季节 第二季,6.4,(1269人评价)
氰化欢乐秀 第一季,9.0,(1391人评价)
黑鹰坠落,8.5,(109278人评价)
设计人生,7.2,(4805人评价)
都市女孩 第四季,8.7,(2464人评价)
美女上错身 第二季,8.2,(8494人评价)
杀出个黎明 第一季,7.3,(2914人评价)
威尔和格蕾丝  第二季,9.3,(4082人评价)
人人都恨克里斯 第一季,8.7,(4114人评价)
欢迎来到瑞典 第一季,7.8,(1158人评价)
维多利亚的秘密2017时装秀,5.1,(2001人评价)
翡翠城 第一季,6.9,(426人评价)
球手们 第一季,7.5,(1532人评价)
昭雪 第一季,8.2,(3799人评价)
疯狂前女友 第一季,7.5,(360人评价)
隔离死城,7.1,(1295人评价)
拉字至上  第五季,8.9,(4251人评价)
少狼 第一季,6.7,(2980人评价)
重案组 第二季,8.3,(1277人评价)
灵书妙探 第六季,8.4,(2193人评价)
公园与游憩 第六季,9.3,(663人评价)
废柴联盟 第五季,8.5,(4962人评价)
十三个原因 第二季,0.0,(尚未播出)
缚爱之约 第一季,5.5,(78人评价)
熟女镇 第一季,7.5,(5918人评价)
绝不折中：绝命毒师最终季制作记录,9.4,(2037人评价)
宇宙时空之旅,9.6,(6241人评价)
记忆神探  第一季,6.8,(2226人评价)
正义联盟 第二季,9.1,(581人评价)
家有喜旺  第二季,8.6,(5096人评价)
地球百子 第二季,7.7,(2150人评价)
美国恐怖故事 第八季,0.0,(尚未播出)
超感神探 第七季,8.9,(1956人评价)
少狼 第二季,7.4,(1968人评价)
灵书妙探 第七季,8.3,(1831人评价)
搜寻死党 第二季,0.0,(暂无评分)
行尸走肉(网络版) 第一季,7.4,(2831人评价)
识骨寻踪  第三季,9.0,(5599人评价)
拉字至上  第四季,8.8,(4583人评价)
X档案 第十一季,8.2,(94人评价)
大学同学 第一季,6.5,(671人评价)
美眉校探 第一季,8.2,(7081人评价)
她说了算 第一季,0.0,(暂无评分)
美爪屋,7.6,(228人评价)
犯罪现场调查完结篇：不朽,8.3,(1310人评价)
我爱露西 第一季,8.3,(169人评价)
芝加哥警署 第五季,8.5,(85人评价)
暴君 第二季,7.9,(4280人评价)
24小时  第二季,8.9,(7030人评价)
堕落街传奇 第二季,0.0,(尚未播出)
女孩成长记 第一季,7.8,(233人评价)
摩登家庭 第十季,0.0,(尚未播出)
生死狙击 第三季,0.0,(尚未播出)
南方公园 第十九季,9.2,(2940人评价)
副校长 第一季,7.6,(697人评价)
瑞恩・汉森破案秀 第一季,0.0,(暂无评分)
阴阳魔界,8.4,(741人评价)
美国犯罪故事 第三季,0.0,(尚未播出)
尖叫皇后 第一季,6.2,(3396人评价)
分手后 第二季,8.2,(1770人评价)
都铎王朝 第二季,8.0,(5564人评价)
超感神探  第二季,8.6,(5397人评价)
氪星,0.0,(尚未播出)
飞出个未来 第七季,9.6,(1835人评价)
灵书妙探 第五季,8.4,(3303人评价)
加州靡情 第五季,8.2,(820人评价)
秘密特工,8.5,(59人评价)
魔女之家 第一季,0.0,(暂无评分)
熟女镇 第六季,8.2,(229人评价)
灵指神探  第二季,7.8,(1230人评价)
正义联盟 第四季,9.2,(488人评价)
维京传奇 第四季,8.6,(1368人评价)
地狱之轮 第五季,9.1,(308人评价)
欢乐合唱团 第五季,7.4,(2414人评价)
逝者之证 第一季,7.6,(3054人评价)
南方女王 第二季,8.4,(79人评价)
雷神3：诸神黄昏,7.5,(120891人评价)
加州靡情  第三季,8.4,(1215人评价)
铁杉树丛 第二季,7.4,(2240人评价)
豪斯医生  第六季,9.3,(9186人评价)
护士当家 第三季,8.1,(399人评价)
急诊室的故事 第七季,8.9,(76人评价)
破釜沉舟,7.9,(8797人评价)
美少女的谎言 第七季,7.1,(710人评价)
拽妹黛薇儿 第二季,9.5,(1047人评价)
英雄  第三季,7.2,(13532人评价)
指环王,0.0,(尚未播出)
办公室   第三季,9.3,(1012人评价)
星际之门 SG-1   第二季,8.8,(344人评价)
罪案终结 第七季,9.1,(1094人评价)
加州靡情  第四季,8.5,(1037人评价)
